counterpart_name,entity_name,category,value,value_annotation
Saudi Arabia,Tanzania,bilateral,30824000.0,US$30.8 million
Belgium,Tanzania,bilateral,2556732.9,US$2.6 million
Arab Fund for Economic & Social Development,Tanzania,multilateral,10947000.0,US$10.9 million
Russian Federation,Tanzania,bilateral,2052000.0,US$2.1 million
Romania,Tanzania,bilateral,105000.0,"US$105,000"
China,Tanzania,bilateral,1365448930.1,US$1.4 billion
China,Tanzania,private,56515121.1,US$56.5 million
International Fund for Agricultural Dev.,Tanzania,multilateral,192250825.4,US$192.3 million
United Kingdom,Tanzania,private,2269379820.8,US$2.3 billion
Japan,Thailand,bilateral,1894197254.7,US$1.9 billion
World Bank-IBRD                         ,Thailand,multilateral,499600000.0,US$499.6 million
Bondholders,Thailand,private,27922057000.0,US$27.9 billion
"Germany, Fed. Rep. of",Thailand,bilateral,2730229.2,US$2.7 million
Asian Dev. Bank   ,Thailand,multilateral,706644000.0,US$706.6 million
Canada,Thailand,bilateral,2302714.0,US$2.3 million
Australia,Timor-Leste,bilateral,0.0,US$0
World Bank-IBRD                         ,Timor-Leste,multilateral,12660000.0,US$12.7 million
World Bank-IDA                         ,Timor-Leste,multilateral,45137000.0,US$45.1 million
Japan,Timor-Leste,bilateral,23332269.4,US$23.3 million
Asian Dev. Bank   ,Timor-Leste,multilateral,172204000.0,US$172.2 million
World Bank-IDA                         ,Togo,multilateral,796080000.0,US$796.1 million
India,Togo,bilateral,69210000.0,US$69.2 million
International Fund for Agricultural Dev.,Togo,multilateral,13235000.8,US$13.2 million
Israel,Togo,private,63527696.1,US$63.5 million
Islamic Dev. Bank,Togo,multilateral,116974594.9,US$117.0 million
Japan,Togo,private,97362591.3,US$97.4 million
African Dev. Bank         ,Togo,multilateral,60008450.5,US$60.0 million
Austria,Togo,private,7805255.7,US$7.8 million
France,Togo,private,166538786.7,US$166.5 million
Belgium,Togo,bilateral,9230626.5,US$9.2 million
Saudi Arabia,Togo,bilateral,15826666.8,US$15.8 million
China,Togo,bilateral,329568760.4,US$329.6 million
United States,Togo,private,155835000.0,US$155.8 million
OPEC Fund for International Dev.,Togo,multilateral,20470000.0,US$20.5 million
Arab Bank for Economic Dev. in Africa (BADEA),Togo,multilateral,50310000.0,US$50.3 million
Economic Community of West African States (ECOWAS),Togo,multilateral,31699566.7,US$31.7 million
United Arab Emirates,Togo,bilateral,48660992.5,US$48.7 million
European Investment Bank,Togo,multilateral,13102606.8,US$13.1 million
France,Togo,bilateral,53575034.1,US$53.6 million
Kuwait,Togo,bilateral,25146939.5,US$25.1 million
West African Development Bank - BOAD,Togo,multilateral,277213804.3,US$277.2 million
Asian Dev. Bank   ,Tonga,multilateral,19515000.0,US$19.5 million
International Fund for Agricultural Dev.,Tonga,multilateral,3841056.3,US$3.8 million
China,Tonga,bilateral,65755699.2,US$65.8 million
World Bank-IDA                         ,Tonga,multilateral,40235000.0,US$40.2 million
United Kingdom,Tunisia,private,83075638.5,US$83.1 million
African Export-Import Bank,Tunisia,multilateral,1000000000.0,US$1 billion
Arab Fund for Economic & Social Development,Tunisia,multilateral,739198587.4,US$739.2 million
World Bank-IBRD                         ,Tunisia,multilateral,4326806000.0,US$4.3 billion
African Dev. Bank         ,Tunisia,multilateral,2398316623.0,US$2.4 billion
Algeria,Tunisia,bilateral,611000000.0,US$611 million
Arab Bank for Economic Dev. in Africa (BADEA),Tunisia,multilateral,110149407.5,US$110.1 million
Arab Monetary Fund,Tunisia,multilateral,0.0,US$0
United States,Tunisia,bilateral,2784000.0,US$2.8 million
World Trade Organization,Tunisia,multilateral,39166530.0,US$39.2 million
"Korea, Republic of",Tunisia,bilateral,0.0,US$0
European Investment Bank,Tunisia,multilateral,1456746618.9,US$1.5 billion
Turkiye,Tunisia,bilateral,145889000.0,US$145.9 million
European Social Fund (ESF),Tunisia,multilateral,311670000.0,US$311.7 million
Switzerland,Tunisia,private,97366.7,"US$97,367"
Libya,Tunisia,bilateral,50000000.0,US$50 million
European Union,Tunisia,multilateral,1142790000.0,US$1.1 billion
Belgium,Tunisia,bilateral,12453294.3,US$12.5 million
Kuwait,Tunisia,bilateral,359825296.3,US$359.8 million
Belgium,Tunisia,private,873714.9,"US$873,715"
United Arab Emirates,Tunisia,bilateral,34418697.7,US$34.4 million
France,Tunisia,bilateral,935252063.7,US$935.3 million
France,Tunisia,private,62181281.699999996,US$62.2 million
European Bank for Reconstruction and Dev. (EBRD),Tunisia,multilateral,464891127.6,US$464.9 million
Qatar,Tunisia,bilateral,7482000.0,US$7.5 million
Austria,Tunisia,private,918387.6000000001,"US$918,388"
Saudi Arabia,Tunisia,bilateral,679636663.2,US$679.6 million
Bondholders,Tunisia,private,2483677494.4,US$2.5 billion
International Fund for Agricultural Dev.,Tunisia,multilateral,34474685.0,US$34.5 million
Spain,Tunisia,private,0.0,US$0
OPEC Fund for International Dev.,Tunisia,multilateral,29319723.6,US$29.3 million
Islamic Dev. Bank,Tunisia,multilateral,705917257.5,US$705.9 million
Spain,Tunisia,bilateral,279256493.1,US$279.3 million
Italy,Tunisia,bilateral,390552638.1,US$390.6 million
Austria,Tunisia,bilateral,22400761.8,US$22.4 million
China,Tunisia,bilateral,31142256.3,US$31.1 million
Canada,Tunisia,bilateral,1181628.4,US$1.2 million
"Germany, Fed. Rep. of",Tunisia,private,23938333.8,US$23.9 million
"Germany, Fed. Rep. of",Tunisia,bilateral,1049452107.3,US$1.0 billion
Japan,Tunisia,bilateral,786715608.1,US$786.7 million
Nordic Investment Bank,Tunisia,multilateral,2606600.1,US$2.6 million
China,Turkiye,private,250972500.0,US$251.0 million
China,Turkiye,bilateral,950359920.6,US$950.4 million
OPEC Fund for International Dev.,Turkiye,multilateral,33863081.6,US$33.9 million
Council of Europe,Turkiye,multilateral,1492489956.1,US$1.5 billion
United Arab Emirates,Turkiye,bilateral,3853229006.8,US$3.9 billion
Russian Federation,Turkiye,private,30000000.0,US$30 million
Cayman Islands,Turkiye,private,207780000.0,US$207.8 million
Saudi Arabia,Turkiye,bilateral,10469333.4,US$10.5 million
Canada,Turkiye,bilateral,49096000.0,US$49.1 million
Bondholders,Turkiye,private,108134553218.1,US$108.1 billion
United Kingdom,Turkiye,private,5163791757.1,US$5.2 billion
Qatar,Turkiye,private,0.0,US$0
United States,Turkiye,private,1769424137.3,US$1.8 billion
Multiple Lenders,Turkiye,private,1160379078.1,US$1.2 billion
Norway,Turkiye,bilateral,308402000.0,US$308.4 million
International Fund for Agricultural Dev.,Turkiye,multilateral,61681059.1,US$61.7 million
Hungary,Turkiye,bilateral,211935.6,"US$211,936"
Islamic Dev. Bank,Turkiye,multilateral,1420775790.6,US$1.4 billion
Italy,Turkiye,private,66074040.0,US$66.1 million
"Germany, Fed. Rep. of",Turkiye,private,2490227909.6,US$2.5 billion
"Germany, Fed. Rep. of",Turkiye,bilateral,513882534.9,US$513.9 million
Japan,Turkiye,bilateral,2325618576.8,US$2.3 billion
Japan,Turkiye,private,684446000.0,US$684.4 million
France,Turkiye,private,787693671.8,US$787.7 million
France,Turkiye,bilateral,913353090.6,US$913.4 million
"Korea, Republic of",Turkiye,bilateral,127380000.0,US$127.4 million
World Bank-IBRD                         ,Turkiye,multilateral,12065026000.0,US$12.1 billion
Kuwait,Turkiye,bilateral,22036044.9,US$22.0 million
Luxembourg,Turkiye,private,167979741.0,US$168.0 million
European Investment Bank,Turkiye,multilateral,4549546864.4,US$4.5 billion
Multiple Lenders,Turkiye,multilateral,526496010.8,US$526.5 million
Spain,Turkiye,bilateral,186486297.2,US$186.5 million
European Development Fund (EDF),Turkiye,multilateral,608449446.3,US$608.4 million
European Bank for Reconstruction and Dev. (EBRD),Turkiye,multilateral,576705896.8,US$576.7 million
Netherlands,Turkiye,private,58849529.4,US$58.8 million
ECO Trade and Dev. Bank,Turkiye,multilateral,35062875.0,US$35.1 million
Denmark,Turkiye,bilateral,428920254.0,US$428.9 million
Spain,Turkiye,private,227041206.0,US$227.0 million
International Finance Corporation,Turkiye,multilateral,166123673.2,US$166.1 million
Bahrain,Turkiye,private,398354191.7,US$398.4 million
Switzerland,Turkiye,private,762301508.3,US$762.3 million
Belgium,Turkiye,private,198057973.8,US$198.1 million
Belgium,Turkiye,bilateral,3337985.7,US$3.3 million
United Arab Emirates,Turkiye,private,843615000.0,US$843.6 million
Sweden,Turkiye,private,2041438.5,US$2.0 million
Asian Infrastructure Investment Bank,Turkiye,multilateral,2258167686.8,US$2.3 billion
UN-Population Fund (UNFPA),Turkiye,multilateral,84615000.0,US$84.6 million
Italy,Turkmenistan,private,20631515.1,US$20.6 million
Japan,Turkmenistan,bilateral,928343661.0,US$928.3 million
Islamic Dev. Bank,Turkmenistan,multilateral,849050349.8,US$849.1 million
OPEC Fund for International Dev.,Turkmenistan,multilateral,1765000.0,US$1.8 million
United Arab Emirates,Turkmenistan,bilateral,73509326.1,US$73.5 million
Asian Dev. Bank   ,Turkmenistan,multilateral,528397000.0,US$528.4 million
United States,Turkmenistan,private,130713000.0,US$130.7 million
"Germany, Fed. Rep. of",Turkmenistan,private,95550749.7,US$95.6 million
"Korea, Republic of",Turkmenistan,bilateral,0.0,US$0
Netherlands,Turkmenistan,private,67299000.0,US$67.3 million
Saudi Arabia,Turkmenistan,bilateral,18494000.0,US$18.5 million
China,Turkmenistan,bilateral,76443035.0,US$76.4 million
World Bank-IBRD                         ,Turkmenistan,multilateral,20000000.0,US$20 million
Switzerland,Turkmenistan,private,82092000.0,US$82.1 million
"Korea, Republic of",Uganda,bilateral,18961094.6,US$19.0 million
Nigeria,Uganda,bilateral,9000000.0,US$9 million
South Africa,Uganda,private,675285000.0,US$675.3 million
Islamic Dev. Bank,Uganda,multilateral,605586939.3,US$605.6 million
African Export-Import Bank,Uganda,multilateral,340780000.0,US$340.8 million
Eastern & Southern African Trade & Dev. Bank (TDB),Uganda,multilateral,273890401.5,US$273.9 million
United Arab Emirates,Uganda,bilateral,9480190.6,US$9.5 million
China,Uganda,bilateral,2567502162.9,US$2.6 billion
Austria,Uganda,bilateral,7791750.0,US$7.8 million
"Germany, Fed. Rep. of",Uganda,private,6809989.5,US$6.8 million
"Germany, Fed. Rep. of",Uganda,bilateral,21738982.5,US$21.7 million
France,Uganda,bilateral,288910817.2,US$288.9 million
Italy,Uganda,bilateral,5194500.0,US$5.2 million
Arab Bank for Economic Dev. in Africa (BADEA),Uganda,multilateral,72737000.0,US$72.7 million
African Dev. Bank         ,Uganda,multilateral,2018667383.1,US$2.0 billion
OPEC Fund for International Dev.,Uganda,multilateral,55980000.0,US$56.0 million
Japan,Uganda,bilateral,215601659.7,US$215.6 million
Nordic Development Fund,Uganda,multilateral,36206689.7,US$36.2 million
Tanzania,Uganda,bilateral,35157000.0,US$35.2 million
Saudi Arabia,Uganda,bilateral,37020266.7,US$37.0 million
Kuwait,Uganda,bilateral,47088813.1,US$47.1 million
World Bank-IDA                         ,Uganda,multilateral,4898639000.0,US$4.9 billion
Spain,Uganda,bilateral,36731348.4,US$36.7 million
India,Uganda,bilateral,11630000.0,US$11.6 million
European Investment Bank,Uganda,multilateral,91561373.7,US$91.6 million
Bondholders,Uganda,private,873501000.0,US$873.5 million
International Fund for Agricultural Dev.,Uganda,multilateral,267865377.0,US$267.9 million
United Kingdom,Uganda,bilateral,340526486.4,US$340.5 million
Iraq,Uganda,bilateral,593.1,US$593
United Kingdom,Uganda,private,219567839.6,US$219.6 million
Belgium,Uganda,private,10290304.5,US$10.3 million
United Kingdom,Ukraine,bilateral,23048592.6,US$23.0 million
Russian Federation,Ukraine,bilateral,605856000.0,US$605.9 million
United Kingdom,Ukraine,private,173020558.9,US$173.0 million
Norway,Ukraine,private,11396733.0,US$11.4 million
European Investment Bank,Ukraine,multilateral,4095207704.1,US$4.1 billion
World Bank-IBRD                         ,Ukraine,multilateral,16683426000.0,US$16.7 billion
Multiple Lenders,Ukraine,multilateral,114195000.0,US$114.2 million
"Germany, Fed. Rep. of",Ukraine,private,436152036.9,US$436.2 million
"Germany, Fed. Rep. of",Ukraine,bilateral,660811045.2,US$660.8 million
France,Ukraine,bilateral,462391534.2,US$462.4 million
France,Ukraine,private,191777823.3,US$191.8 million
Poland,Ukraine,bilateral,103185625.8,US$103.2 million
European Relief Fund,Ukraine,multilateral,1049289000.0,US$1.0 billion
Italy,Ukraine,bilateral,207780000.0,US$207.8 million
Council of Europe,Ukraine,multilateral,120305658.9,US$120.3 million
European Union,Ukraine,multilateral,43481751790.5,US$43.5 billion
Japan,Ukraine,bilateral,851382062.0,US$851.4 million
China,Ukraine,bilateral,825000000.0,US$825 million
World Bank-IDA                         ,Ukraine,multilateral,5786406000.0,US$5.8 billion
United States,Ukraine,private,857497000.0,US$857.5 million
United States,Ukraine,bilateral,512000.0,"US$512,000"
Netherlands,Ukraine,bilateral,207780000.0,US$207.8 million
European Bank for Reconstruction and Dev. (EBRD),Ukraine,multilateral,764959731.3,US$765.0 million
Canada,Ukraine,bilateral,5090088012.5,US$5.1 billion
"Korea, Republic of",Ukraine,bilateral,100000000.0,US$100 million
Multiple Lenders,Ukraine,private,623340000.0,US$623.3 million
Bondholders,Ukraine,private,21653792923.9,US$21.7 billion
European Economic Community (EEC),Upper middle income,multilateral,11575284.3,US$11.6 million
"Korea, Republic of",Upper middle income,bilateral,1549380915.6,US$1.5 billion
Montenegro,Upper middle income,private,10389.0,"US$10,389"
Czechia,Upper middle income,bilateral,93577000.0,US$93.6 million
Multiple Lenders,Upper middle income,private,168035607196.1,US$168.0 billion
Denmark,Upper middle income,private,0.0,US$0
Denmark,Upper middle income,bilateral,430846254.0,US$430.8 million
France,Upper middle income,private,6690194364.0,US$6.7 billion
Czechia,Upper middle income,private,231677872.5,US$231.7 million
France,Upper middle income,bilateral,15390921252.5,US$15.4 billion
"Korea, Republic of",Upper middle income,private,203980000.0,US$204.0 million
Arab Bank for Economic Dev. in Africa (BADEA),Upper middle income,multilateral,59402594.8,US$59.4 million
Croatia,Upper middle income,private,5629000.0,US$5.6 million
Multiple Lenders,Upper middle income,multilateral,640691010.8,US$640.7 million
African Dev. Bank         ,Upper middle income,multilateral,5816838203.4,US$5.8 billion
Turkiye,Upper middle income,bilateral,188987497.1,US$189.0 million
Kazakhstan,Upper middle income,bilateral,1252000.0,US$1.3 million
Japan,Upper middle income,private,1819293630.4,US$1.8 billion
European Union,Upper middle income,multilateral,44629736290.5,US$44.6 billion
Multiple Lenders,Upper middle income,bilateral,6251330249.3,US$6.3 billion
Japan,Upper middle income,bilateral,27331414475.2,US$27.3 billion
African Export-Import Bank,Upper middle income,multilateral,2400000.0,US$2.4 million
Luxembourg,Upper middle income,private,456947682.6,US$456.9 million
Turkiye,Upper middle income,private,19447169.1,US$19.4 million
United States,Upper middle income,private,18012219095.3,US$18.0 billion
European Social Fund (ESF),Upper middle income,multilateral,67528500.0,US$67.5 million
European Relief Fund,Upper middle income,multilateral,1049289000.0,US$1.0 billion
Finland,Upper middle income,bilateral,130714000.0,US$130.7 million
Malaysia,Upper middle income,bilateral,268000.0,"US$268,000"
Netherlands,Upper middle income,private,72974755340.5,US$73.0 billion
Eurasian Development Bank,Upper middle income,multilateral,2114277164.4,US$2.1 billion
New Development Bank (NDB),Upper middle income,multilateral,6212740350.0,US$6.2 billion
Asian Infrastructure Investment Bank,Upper middle income,multilateral,7470802040.6,US$7.5 billion
Economic Community of West African States (ECOWAS),Upper middle income,multilateral,12175400.8,US$12.2 million
