counterpart_name,entity_name,category,value
United States,El Salvador,commercial banks,1000000000.0
United States,El Salvador,bilateral,11246000.0
European Investment Bank,El Salvador,multilateral,18571000.0
Corporacion Andina de Fomento,El Salvador,multilateral,438283000.0
International Fund for Agricultural Dev.,Equatorial Guinea,multilateral,734227.8
African Dev. Bank         ,Equatorial Guinea,multilateral,51145551.9
Arab Bank for Economic Dev. in Africa (BADEA),Equatorial Guinea,multilateral,2000000.0
World Bank-IDA                         ,Equatorial Guinea,multilateral,12491000.0
Spain,Equatorial Guinea,bilateral,0.0
Russian Federation,Equatorial Guinea,bilateral,29000.0
China,Equatorial Guinea,bilateral,829399049.0
United Arab Emirates,Eritrea,bilateral,5331735.9
Arab Bank for Economic Dev. in Africa (BADEA),Eritrea,multilateral,2694300.0
India,Eritrea,bilateral,1657200.0
OPEC Fund for International Dev.,Eritrea,multilateral,1174933.3
Kuwait,Eritrea,bilateral,-129891.3
Italy,Eritrea,bilateral,42555454.5
Saudi Arabia,Eritrea,bilateral,3183750.0
International Fund for Agricultural Dev.,Eritrea,multilateral,26579606.0
World Bank-IDA                         ,Eritrea,multilateral,407398000.0
United States,Eritrea,bilateral,8455916.6
China,Eritrea,bilateral,3407533.7
African Dev. Bank         ,Eritrea,multilateral,79570470.3
European Development Fund (EDF),Eswatini,multilateral,147523.8
United Arab Emirates,Eswatini,bilateral,4434581.3
World Bank-IDA                         ,Eswatini,multilateral,0.0
South Africa,Eswatini,bilateral,916134.8
European Investment Bank,Eswatini,multilateral,33833856.3
Arab Bank for Economic Dev. in Africa (BADEA),Eswatini,multilateral,23057000.0
OPEC Fund for International Dev.,Eswatini,multilateral,15772000.0
United Kingdom,Eswatini,commercial banks,8002575.0
World Bank-IBRD                         ,Eswatini,multilateral,221826000.0
China,Eswatini,bilateral,212983000.0
India,Eswatini,bilateral,553000.0
African Dev. Bank         ,Eswatini,multilateral,252227462.0
International Fund for Agricultural Dev.,Eswatini,multilateral,12626150.8
Multiple Lenders,Eswatini,bilateral,3241000.0
Bondholders,Eswatini,bonds,21340200.0
"Germany, Fed. Rep. of",Eswatini,bilateral,1891836.9
Arab African International Bank,Eswatini,multilateral,4885000.0
Japan,Eswatini,bilateral,18391318.2
Nigeria,Eswatini,bilateral,1690290.3
Italy,Eswatini,bilateral,8142898.2
Kuwait,Eswatini,bilateral,20957947.7
Italy,Ethiopia,other private,148623.5
Saudi Arabia,Ethiopia,bilateral,103046133.3
United States,Ethiopia,bilateral,344441061.6
United States,Ethiopia,commercial banks,1581284190.8
Switzerland,Ethiopia,commercial banks,454617000.0
Nordic Development Fund,Ethiopia,multilateral,6619870.8
Nordic Investment Bank,Ethiopia,multilateral,11840238.3
Serbia,Ethiopia,bilateral,101332000.0
Serbia,Ethiopia,commercial banks,1179000.0
Serbia,Ethiopia,other private,3024000.0
China,Ethiopia,bilateral,6041153598.4
China,Ethiopia,commercial banks,214152000.0
World Bank-IDA                         ,Ethiopia,multilateral,12761932000.0
China,Ethiopia,other private,1185686000.0
Italy,Ethiopia,bilateral,244982600.6
European Investment Bank,Ethiopia,multilateral,167621320.5
Multiple Lenders,Ethiopia,bilateral,4000000000.0
United Arab Emirates,Ethiopia,bilateral,3008305.0
Italy,Ethiopia,commercial banks,353226000.0
Turkiye,Ethiopia,bilateral,150000000.0
Bondholders,Ethiopia,bonds,1000000000.0
United Arab Emirates,Ethiopia,commercial banks,916000.0
Israel,Ethiopia,commercial banks,88711000.0
International Fund for Agricultural Dev.,Ethiopia,multilateral,415943306.5
"Korea, Republic of",Ethiopia,bilateral,384180172.1
Japan,Ethiopia,bilateral,50628790.3
Russian Federation,Ethiopia,bilateral,162200000.0
Denmark,Ethiopia,commercial banks,102873955.8
African Dev. Bank         ,Ethiopia,multilateral,2213312084.6
United Kingdom,Ethiopia,commercial banks,118705000.0
Egypt,Ethiopia,other private,82000.0
Czechia,Ethiopia,bilateral,65279.9
Canada,Ethiopia,bilateral,0.0
"Germany, Fed. Rep. of",Ethiopia,bilateral,8559497.1
Arab Bank for Economic Dev. in Africa (BADEA),Ethiopia,multilateral,88698000.0
Bulgaria,Ethiopia,bilateral,8066000.0
Poland,Ethiopia,bilateral,92000000.0
India,Ethiopia,other private,18490405.3
Kuwait,Ethiopia,bilateral,73170969.4
OPEC Fund for International Dev.,Ethiopia,multilateral,66715414.4
France,Ethiopia,commercial banks,168341000.0
France,Ethiopia,bilateral,219380357.4
Japan,Ethiopia,commercial banks,252928000.0
Sweden,Ethiopia,other private,85230000.0
South Africa,Ethiopia,commercial banks,59972000.0
Eastern & Southern African Trade & Dev. Bank (TDB),Ethiopia,multilateral,2397000.0
India,Ethiopia,bilateral,302103000.0
Libya,Ethiopia,bilateral,237287000.0
Italy,Europe & Central Asia (excluding high income),bilateral,503190019.5
Montenegro,Europe & Central Asia (excluding high income),commercial banks,10389.0
Italy,Europe & Central Asia (excluding high income),commercial banks,398098894.7
European Relief Fund,Europe & Central Asia (excluding high income),multilateral,1049289000.0
"Korea, Republic of",Europe & Central Asia (excluding high income),bilateral,1066546704.1
European Investment Bank,Europe & Central Asia (excluding high income),multilateral,14685696940.0
Multiple Lenders,Europe & Central Asia (excluding high income),bilateral,74535249.3
Netherlands,Europe & Central Asia (excluding high income),bilateral,207803894.7
Multiple Lenders,Europe & Central Asia (excluding high income),other private,2041154000.0
Luxembourg,Europe & Central Asia (excluding high income),commercial banks,255577794.2
Multiple Lenders,Europe & Central Asia (excluding high income),multilateral,640691010.8
Multiple Lenders,Europe & Central Asia (excluding high income),commercial banks,13627654586.2
Kazakhstan,Europe & Central Asia (excluding high income),bilateral,1252000.0
Japan,Europe & Central Asia (excluding high income),other private,69000000.0
Japan,Europe & Central Asia (excluding high income),commercial banks,2932071698.7
Japan,Europe & Central Asia (excluding high income),bilateral,8296947543.9
Switzerland,Europe & Central Asia (excluding high income),bilateral,18831599.9
Switzerland,Europe & Central Asia (excluding high income),commercial banks,939992092.1
United Kingdom,Europe & Central Asia (excluding high income),commercial banks,6427481013.3
United Kingdom,Europe & Central Asia (excluding high income),bilateral,23048592.6
Italy,Europe & Central Asia (excluding high income),other private,9411395.1
Netherlands,Europe & Central Asia (excluding high income),commercial banks,126148529.4
Russian Federation,Europe & Central Asia (excluding high income),bilateral,9635926778.5
Netherlands,Europe & Central Asia (excluding high income),other private,0.0
Sweden,Europe & Central Asia (excluding high income),commercial banks,2041438.5
Sweden,Europe & Central Asia (excluding high income),bilateral,0.0
Norway,Europe & Central Asia (excluding high income),bilateral,308402000.0
Norway,Europe & Central Asia (excluding high income),commercial banks,11396733.0
Norway,Europe & Central Asia (excluding high income),other private,0.0
International Finance Corporation,Europe & Central Asia (excluding high income),multilateral,166123673.2
OPEC Fund for International Dev.,Europe & Central Asia (excluding high income),multilateral,758239121.2
Poland,Europe & Central Asia (excluding high income),bilateral,136709889.9
Poland,Europe & Central Asia (excluding high income),other private,1411865.1
Hungary,Europe & Central Asia (excluding high income),bilateral,756631470.8
Hong Kong,Europe & Central Asia (excluding high income),commercial banks,0.0
Greece,Europe & Central Asia (excluding high income),bilateral,122590.2
"Germany, Fed. Rep. of",Europe & Central Asia (excluding high income),commercial banks,3256501367.0
"Germany, Fed. Rep. of",Europe & Central Asia (excluding high income),bilateral,3929921046.1
Portugal,Europe & Central Asia (excluding high income),bilateral,23009557.2
Spain,Europe & Central Asia (excluding high income),commercial banks,227041206.0
Qatar,Europe & Central Asia (excluding high income),commercial banks,0.0
Spain,Europe & Central Asia (excluding high income),bilateral,425077028.2
France,Europe & Central Asia (excluding high income),other private,57945686.4
France,Europe & Central Asia (excluding high income),commercial banks,1228349340.2
France,Europe & Central Asia (excluding high income),bilateral,4249234706.1
Saudi Arabia,Europe & Central Asia (excluding high income),bilateral,465647866.8
International Fund for Agricultural Dev.,Europe & Central Asia (excluding high income),multilateral,479939709.9
UN-Population Fund (UNFPA),Europe & Central Asia (excluding high income),multilateral,84615000.0
"Iran, Islamic Republic Of",Europe & Central Asia (excluding high income),bilateral,839000.0
Slovenia,Europe & Central Asia (excluding high income),commercial banks,0.0
Nordic Development Fund,Europe & Central Asia (excluding high income),multilateral,2625300.3
European Union,Europe & Central Asia (excluding high income),multilateral,44645319790.5
United Arab Emirates,Europe & Central Asia (excluding high income),other private,275109000.0
United Arab Emirates,Europe & Central Asia (excluding high income),commercial banks,843615000.0
United States,Europe & Central Asia (excluding high income),other private,3402746.1
United Arab Emirates,Europe & Central Asia (excluding high income),bilateral,5408510421.0
World Bank-IBRD                         ,Europe & Central Asia (excluding high income),multilateral,45982306000.0
Turkiye,Europe & Central Asia (excluding high income),bilateral,247224497.1
Finland,Europe & Central Asia (excluding high income),commercial banks,0.0
European Social Fund (ESF),Europe & Central Asia (excluding high income),multilateral,67528500.0
Turkiye,Europe & Central Asia (excluding high income),other private,19447169.1
Nordic Environment Finance Corporation (NEFCO),Europe & Central Asia (excluding high income),multilateral,3479772.4
Islamic Solidarity Fund for Dev. (ISFD),Europe & Central Asia (excluding high income),multilateral,18718516.0
Islamic Dev. Bank,Europe & Central Asia (excluding high income),multilateral,4589721424.7
Turkmenistan,Europe & Central Asia (excluding high income),bilateral,211000.0
World Bank-IDA                         ,Europe & Central Asia (excluding high income),multilateral,14546279000.0
Ireland,Europe & Central Asia (excluding high income),commercial banks,136319000.0
United States,Europe & Central Asia (excluding high income),commercial banks,3096308137.3
United States,Europe & Central Asia (excluding high income),bilateral,42087500.0
Serbia,Europe & Central Asia (excluding high income),bilateral,4022620.8
Nordic Investment Bank,Europe & Central Asia (excluding high income),multilateral,7245441.9
Russian Federation,Europe & Central Asia (excluding high income),commercial banks,404645000.0
Kuwait,Europe & Central Asia (excluding high income),bilateral,541930631.1
Israel,Europe & Central Asia (excluding high income),commercial banks,14726407.5
Azerbaijan,Europe & Central Asia (excluding high income),bilateral,1151000.0
China,Europe & Central Asia (excluding high income),bilateral,17145887977.6
Belgium,Europe & Central Asia (excluding high income),commercial banks,198565995.9
European Development Fund (EDF),Europe & Central Asia (excluding high income),multilateral,651059929.8
ECO Trade and Dev. Bank,Europe & Central Asia (excluding high income),multilateral,35062875.0
Denmark,Europe & Central Asia (excluding high income),bilateral,430546254.0
Asian Dev. Bank   ,Europe & Central Asia (excluding high income),multilateral,16100088000.0
Armenia,Europe & Central Asia (excluding high income),bilateral,1015000.0
China,Europe & Central Asia (excluding high income),commercial banks,470972500.0
Belgium,Europe & Central Asia (excluding high income),bilateral,78422520.8
European Bank for Reconstruction and Dev. (EBRD),Europe & Central Asia (excluding high income),multilateral,7690468492.1
Council of Europe,Europe & Central Asia (excluding high income),multilateral,2893367955.0
Eurasian Development Bank,Europe & Central Asia (excluding high income),multilateral,2479891164.4
EUROFIMA,Europe & Central Asia (excluding high income),multilateral,1687173.6
Brazil,Europe & Central Asia (excluding high income),bilateral,0.0
Austria,Europe & Central Asia (excluding high income),bilateral,66288563.0
Austria,Europe & Central Asia (excluding high income),commercial banks,120459416.1
Asian Infrastructure Investment Bank,Europe & Central Asia (excluding high income),multilateral,5724197628.2
Canada,Europe & Central Asia (excluding high income),bilateral,5195744680.1
Cayman Islands,Europe & Central Asia (excluding high income),commercial banks,207780000.0
Bondholders,Europe & Central Asia (excluding high income),bonds,177943182599.0
Bahrain,Europe & Central Asia (excluding high income),commercial banks,398354191.7
Bulgaria,Europe & Central Asia (excluding high income),commercial banks,104539312.5
Australia,Fiji,bilateral,36740000.0
World Bank-IBRD                         ,Fiji,multilateral,183012000.0
World Bank-IDA                         ,Fiji,multilateral,391688000.0
European Investment Bank,Fiji,multilateral,17176000.0
China,Fiji,bilateral,123161716.5
India,Fiji,bilateral,29414000.0
Japan,Fiji,bilateral,159834025.0
Asian Dev. Bank   ,Fiji,multilateral,662880000.0
Asian Infrastructure Investment Bank,Fiji,multilateral,92110000.0
World Bank-IBRD                         ,Gabon,multilateral,619906000.0
International Fund for Agricultural Dev.,Gabon,multilateral,5488548.1
African Export-Import Bank,Gabon,multilateral,0.0
Arab Bank for Economic Dev. in Africa (BADEA),Gabon,multilateral,39594.8
European Development Fund (EDF),Gabon,multilateral,753202.5
Islamic Dev. Bank,Gabon,multilateral,144550733.0
European Investment Bank,Gabon,multilateral,1850280.9
China,Gabon,bilateral,802335099.4
Central Bank of West African States (BCEAO),Gabon,multilateral,138738102.0
China,Gabon,commercial banks,80712000.0
United States,Gabon,commercial banks,500000000.0
Austria,Gabon,commercial banks,52912215.9
India,Gabon,bilateral,725000.0
Bondholders,Gabon,bonds,1710000000.0
France,Gabon,bilateral,499800245.4
France,Gabon,commercial banks,19757800.2
African Dev. Bank         ,Gabon,multilateral,859320389.3
Spain,Gabon,commercial banks,86867623.5
Israel,Gabon,commercial banks,23584068.9
Spain,Gabon,other private,4094000.0
Saudi Arabia,"Gambia, The",bilateral,134542933.4
International Bank for Economic Cooperation (IBEC),"Gambia, The",multilateral,0.0
United Arab Emirates,"Gambia, The",bilateral,16950034.0
Arab Bank for Economic Dev. in Africa (BADEA),"Gambia, The",multilateral,82818000.0
India,"Gambia, The",bilateral,69421000.0
Islamic Dev. Bank,"Gambia, The",multilateral,223640509.2
Kuwait,"Gambia, The",commercial banks,20149000.0
Economic Community of West African States (ECOWAS),"Gambia, The",multilateral,27955565.9
"Venezuela, Republic Bolivarian","Gambia, The",bilateral,18749000.0
OPEC Fund for International Dev.,"Gambia, The",multilateral,36160000.0
Kuwait,"Gambia, The",bilateral,92391622.0
Libya,"Gambia, The",bilateral,3950000.0
Belgium,"Gambia, The",bilateral,352187.1
African Dev. Bank         ,"Gambia, The",multilateral,49176308.5
Multiple Lenders,"Gambia, The",bilateral,4565000.0
International Fund for Agricultural Dev.,"Gambia, The",multilateral,28604066.7
World Bank-IDA                         ,"Gambia, The",multilateral,122358000.0
European Investment Bank,"Gambia, The",multilateral,53930337.9
China,"Gambia, The",bilateral,23975230.2
Japan,Georgia,bilateral,118653048.2
Multiple Lenders,Georgia,other private,1427175000.0
"Iran, Islamic Republic Of",Georgia,bilateral,839000.0
Austria,Georgia,bilateral,3854000.0
Kuwait,Georgia,bilateral,8968988.5
Nordic Environment Finance Corporation (NEFCO),Georgia,multilateral,3191500.8
Russian Federation,Georgia,bilateral,7869000.0
European Union,Georgia,multilateral,114279000.0
World Bank-IDA                         ,Georgia,multilateral,479504000.0
European Bank for Reconstruction and Dev. (EBRD),Georgia,multilateral,214649206.8
France,Georgia,other private,57881274.6
France,Georgia,bilateral,692545284.6
France,Georgia,commercial banks,11836187.7
Austria,Georgia,commercial banks,10336016.1
Netherlands,Georgia,bilateral,23894.7
Japan,Georgia,commercial banks,258000.0
International Fund for Agricultural Dev.,Georgia,multilateral,35024780.4
Council of Europe,Georgia,multilateral,14544600.0
Turkmenistan,Georgia,bilateral,211000.0
United States,Georgia,bilateral,6727000.0
Bondholders,Georgia,bonds,1000000000.0
European Investment Bank,Georgia,multilateral,1097819135.7
Kazakhstan,Georgia,bilateral,1252000.0
Asian Dev. Bank   ,Georgia,multilateral,2264995000.0
"Germany, Fed. Rep. of",Georgia,bilateral,554995178.8
Asian Infrastructure Investment Bank,Georgia,multilateral,211002193.3
Azerbaijan,Georgia,bilateral,1151000.0
Turkiye,Georgia,bilateral,3815000.0
Armenia,Georgia,bilateral,1015000.0
World Bank-IBRD                         ,Georgia,multilateral,1635744000.0
"Germany, Fed. Rep. of",Ghana,bilateral,300562081.2
African Dev. Bank         ,Ghana,multilateral,1212512650.1
Israel,Ghana,commercial banks,169268244.8
Multiple Lenders,Ghana,other private,0.0
United Kingdom,Ghana,commercial banks,595344719.8
Austria,Ghana,commercial banks,235189298.7
Sweden,Ghana,commercial banks,18382296.6
Kuwait,Ghana,bilateral,50482221.1
India,Ghana,bilateral,448753000.0
World Bank-IDA                         ,Ghana,multilateral,6372715000.0
"Germany, Fed. Rep. of",Ghana,commercial banks,776404107.3
Belgium,Ghana,bilateral,80447578.5
Economic Community of West African States (ECOWAS),Ghana,multilateral,81781193.0
United States,Ghana,commercial banks,182472000.0
United States,Ghana,bilateral,131831000.0
"Germany, Fed. Rep. of",Ghana,other private,9753193.2
Belgium,Ghana,commercial banks,513021286.8
Mauritius,Ghana,commercial banks,67612000.0
Egypt,Ghana,bilateral,187736000.0
Arab Bank for Economic Dev. in Africa (BADEA),Ghana,multilateral,34414000.0
"Korea, Republic of",Ghana,other private,5146859.2
China,Ghana,other private,0.0
African Export-Import Bank,Ghana,multilateral,754360000.0
China,Ghana,commercial banks,249162000.0
China,Ghana,bilateral,1605393781.2
Brazil,Ghana,commercial banks,120421000.0
Brazil,Ghana,bilateral,855000.0
International Fund for Agricultural Dev.,Ghana,multilateral,193448878.2
"Korea, Republic of",Ghana,bilateral,150254476.8
Japan,Ghana,bilateral,1327800.8
Netherlands,Ghana,commercial banks,446312478.9
South Africa,Ghana,commercial banks,275685119.5
OPEC Fund for International Dev.,Ghana,multilateral,21868000.0
Bondholders,Ghana,bonds,9236087000.0
Denmark,Ghana,commercial banks,51685275.0
Spain,Ghana,commercial banks,46558303.5
Spain,Ghana,bilateral,10584313.2
Nigeria,Ghana,bilateral,603000.0
Czechia,Ghana,bilateral,33851517.6
Nordic Development Fund,Ghana,multilateral,40384068.6
Czechia,Ghana,commercial banks,80121006.9
Turkiye,Ghana,bilateral,62317000.0
Saudi Arabia,Ghana,bilateral,24671733.4
France,Ghana,commercial banks,132094847.4
France,Ghana,bilateral,282422887.2
Italy,Ghana,commercial banks,220127326.5
Italy,Ghana,bilateral,30384708.3
Luxembourg,Ghana,other private,0.0
European Investment Bank,Ghana,multilateral,39250680.9
Saudi Arabia,Grenada,bilateral,0.0
Caribbean Dev. Bank,Grenada,multilateral,118717566.7
Multiple Lenders,Grenada,bilateral,8386000.0
"Germany, Fed. Rep. of",Grenada,bilateral,3395000.0
United Kingdom,Grenada,bilateral,843057.6
Caribbean Community (CARICOM),Grenada,multilateral,514000.0
Multiple Lenders,Grenada,commercial banks,14582963.0
United States,Grenada,bilateral,1049000.0
OPEC Fund for International Dev.,Grenada,multilateral,11363000.0
World Bank-IBRD                         ,Grenada,multilateral,13003000.0
International Fund for Agricultural Dev.,Grenada,multilateral,5863675.6
World Bank-IDA                         ,Grenada,multilateral,259989000.0
Trinidad & Tobago,Grenada,bilateral,28933000.0
Algeria,Grenada,bilateral,612000.0
Bondholders,Grenada,bonds,106653037.0
Barbados,Grenada,bilateral,3355000.0
Libya,Grenada,bilateral,5000000.0
France,Grenada,bilateral,1945420.5
China,Grenada,bilateral,58539566.0
Kuwait,Grenada,bilateral,6075661.7
Russian Federation,Grenada,bilateral,0.0
United States,Grenada,commercial banks,337000.0
"Venezuela, Republic Bolivarian",Grenada,bilateral,137829259.3
China,Guatemala,bilateral,44000000.0
International Fund for Agricultural Dev.,Guatemala,multilateral,163016.8
Canada,Guatemala,bilateral,160055.6
OPEC Fund for International Dev.,Guatemala,multilateral,1944000.0
Central American Bank for Econ. Integration (BCIE),Guatemala,multilateral,614369000.0
"Germany, Fed. Rep. of",Guatemala,commercial banks,13482844.2
"Germany, Fed. Rep. of",Guatemala,bilateral,35454540.3
World Bank-IBRD                         ,Guatemala,multilateral,1920887000.0
United States,Guatemala,bilateral,0.0
Bondholders,Guatemala,bonds,9095000000.0
Japan,Guatemala,bilateral,89090328.7
Spain,Guatemala,commercial banks,1885000.0
Spain,Guatemala,bilateral,3916000.0
Inter-American Dev. Bank      ,Guatemala,multilateral,1765632000.0
Brazil,Guatemala,bilateral,55924000.0
Morocco,Guinea,bilateral,7000000.0
"Congo, Rep.",Guinea,bilateral,0.0
Islamic Dev. Bank,Guinea,multilateral,518738669.6
Qatar,Guinea,bilateral,42500000.0
Economic Community of West African States (ECOWAS),Guinea,multilateral,14564759.3
Thailand,Guinea,bilateral,1293000.0
France,Guinea,bilateral,114203160.3
United Kingdom,Guinea,other private,4804912.5
Iraq,Guinea,bilateral,3000000.0
Kuwait,Guinea,bilateral,78126319.3
Bulgaria,Guinea,bilateral,8003000.0
Romania,Guinea,bilateral,1252000.0
Libya,Guinea,bilateral,20000000.0
Serbia,Guinea,other private,16165000.0
Angola,Guinea,bilateral,72243000.0
Arab Bank for Economic Dev. in Africa (BADEA),Guinea,multilateral,118912288.0
India,Guinea,bilateral,400000.0
African Dev. Bank         ,Guinea,multilateral,260403082.0
"Korea, Republic of",Guinea,bilateral,999876.4
World Bank-IDA                         ,Guinea,multilateral,700201000.0
European Investment Bank,Guinea,multilateral,132970888.8
Belgium,Guinea,bilateral,1457576.7
OPEC Fund for International Dev.,Guinea,multilateral,27615000.0
African Export-Import Bank,Guinea,multilateral,100000000.0
European Economic Community (EEC),Guinea,multilateral,860000.0
Saudi Arabia,Guinea,bilateral,84189866.6
Italy,Guinea,other private,79442605.2
Netherlands,Guinea,commercial banks,0.0
International Fund for Agricultural Dev.,Guinea,multilateral,30349821.1
Italy,Guinea,bilateral,3665239.2
China,Guinea,commercial banks,508326497.7
China,Guinea,bilateral,1141314285.7
Angola,Guinea-Bissau,bilateral,49146000.0
Spain,Guinea-Bissau,bilateral,5282000.0
Economic Community of West African States (ECOWAS),Guinea-Bissau,multilateral,2399607.7
Brazil,Guinea-Bissau,bilateral,1900000.0
Islamic Dev. Bank,Guinea-Bissau,multilateral,23863213.6
Bondholders,Guinea-Bissau,bonds,495233000.0
Saudi Arabia,Guinea-Bissau,bilateral,13083200.0
Central Bank of West African States (BCEAO),Guinea-Bissau,multilateral,170167983.0
OPEC Fund for International Dev.,Guinea-Bissau,multilateral,9315000.0
Kuwait,Guinea-Bissau,bilateral,27579152.5
India,Guinea-Bissau,bilateral,20707000.0
West African Development Bank - BOAD,Guinea-Bissau,multilateral,210101371.5
Arab Bank for Economic Dev. in Africa (BADEA),Guinea-Bissau,multilateral,9146000.0
African Dev. Bank         ,Guinea-Bissau,multilateral,39929993.8
Libya,Guinea-Bissau,bilateral,3770000.0
Russian Federation,Guinea-Bissau,bilateral,0.0
World Bank-IDA                         ,Guinea-Bissau,multilateral,215294000.0
International Fund for Agricultural Dev.,Guinea-Bissau,multilateral,11043267.3
Pakistan,Guinea-Bissau,bilateral,2211000.0
Canada,Guyana,bilateral,75156576.2
Argentina,Guyana,bilateral,4515000.0
Kuwait,Guyana,bilateral,17907000.0
United Kingdom,Guyana,commercial banks,3436110.2
China,Guyana,bilateral,492900312.6
United Kingdom,Guyana,bilateral,72883541.5
Italy,Guyana,bilateral,1451343.3
Multiple Lenders,Guyana,other private,12539000.0
"Venezuela, Republic Bolivarian",Guyana,bilateral,84687000.0
Inter-American Dev. Bank      ,Guyana,multilateral,852110000.0
Islamic Dev. Bank,Guyana,multilateral,37536000.0
International Fund for Agricultural Dev.,Guyana,multilateral,11873523.8
Serbia,Guyana,bilateral,588000.0
Caribbean Dev. Bank,Guyana,multilateral,186923000.0
Libya,Guyana,bilateral,15000000.0
OPEC Fund for International Dev.,Guyana,multilateral,5895000.0
Austria,Guyana,commercial banks,23531085.0
United Arab Emirates,Guyana,bilateral,3241388.7
World Bank-IDA                         ,Guyana,multilateral,185972000.0
United States,Guyana,bilateral,241000.0
Bondholders,Guyana,bonds,26345.6
India,Guyana,bilateral,77902000.0
Trinidad & Tobago,Guyana,commercial banks,11173000.0
European Development Fund (EDF),Guyana,multilateral,2594133.3
Caribbean Community (CARICOM),Guyana,multilateral,7327000.0
Saudi Arabia,Guyana,bilateral,0.0
OPEC Fund for International Dev.,Haiti,multilateral,30393000.0
International Fund for Agricultural Dev.,Haiti,multilateral,35110499.5
Multiple Lenders,Haiti,bilateral,124581000.0
Multiple Lenders,Haiti,commercial banks,33718000.0
"Venezuela, Republic Bolivarian",Haiti,bilateral,26799000.0
Switzerland,Honduras,bilateral,1571144.1
Inter-American Dev. Bank      ,Honduras,multilateral,3249025000.0
Bondholders,Honduras,bonds,2000000000.0
Central American Bank for Econ. Integration (BCIE),Honduras,multilateral,1797519206.3
Corporacion Andina de Fomento,Honduras,multilateral,0.0
Austria,Honduras,commercial banks,35610375.3
India,Honduras,bilateral,9699000.0
United States,Honduras,bilateral,903000.0
"Korea, Republic of",Honduras,bilateral,44795000.0
European Investment Bank,Honduras,multilateral,67745000.0
Nordic Development Fund,Honduras,multilateral,16629672.3
International Fund for Agricultural Dev.,Honduras,multilateral,69822689.1
OPEC Fund for International Dev.,Honduras,multilateral,34221000.0
"Venezuela, Republic Bolivarian",Honduras,bilateral,121502000.0
World Bank-IDA                         ,Honduras,multilateral,1114159000.0
"Germany, Fed. Rep. of",Honduras,bilateral,50871816.3
Brazil,Honduras,bilateral,22268000.0
Multiple Lenders,Honduras,commercial banks,0.0
Belgium,Honduras,commercial banks,336603.6
Multiple Lenders,Honduras,bilateral,309519000.0
Italy,Honduras,bilateral,59226799.6
Italy,Honduras,commercial banks,12918721.5
Kuwait,Honduras,bilateral,24357850.3
Spain,Honduras,bilateral,59535528.0
France,Honduras,commercial banks,233000.0
Japan,Honduras,bilateral,178972231.0
China,Honduras,commercial banks,138986000.0
China,Honduras,bilateral,134500000.0
Netherlands,Honduras,commercial banks,10077330.0
"Germany, Fed. Rep. of",IDA only,bilateral,1725074268.0
"Germany, Fed. Rep. of",IDA only,commercial banks,2171135923.6
Multiple Lenders,IDA only,bilateral,4620384000.0
Mauritius,IDA only,commercial banks,67612000.0
Sweden,IDA only,bilateral,40499905.2
Bondholders,IDA only,bonds,38508798448.7
"Germany, Fed. Rep. of",IDA only,other private,199576845.6
Serbia,IDA only,bilateral,163806000.0
Multiple Lenders,IDA only,other private,2506436000.0
Serbia,IDA only,commercial banks,1179000.0
Bulgaria,IDA only,bilateral,91809000.0
Hong Kong,IDA only,other private,304841000.0
Serbia,IDA only,other private,59812214.9
Senegal,IDA only,bilateral,240.7
Mali,IDA only,bilateral,53.8
Multiple Lenders,IDA only,commercial banks,7014458000.0
Oman,IDA only,bilateral,89507000.0
Multiple Lenders,IDA only,multilateral,80839000.0
Sweden,IDA only,other private,93801000.0
Corporacion Andina de Fomento,IDA only,multilateral,0.0
Nordic Development Fund,IDA only,multilateral,395848773.3
China,IDA only,other private,1439546538.5
Hong Kong,IDA only,commercial banks,133110000.0
Sweden,IDA only,commercial banks,18382296.6
Bahamas,IDA only,commercial banks,750000.0
Namibia,IDA only,bilateral,1146769.0
Australia,IDA only,bilateral,6882000.0
Greece,IDA only,other private,446000.0
Netherlands,IDA only,other private,3304268.8
Netherlands,IDA only,commercial banks,1041046905.0
Netherlands,IDA only,bilateral,165193043.9
Saudi Arabia,IDA only,bilateral,6550281039.2
Saudi Arabia,IDA only,commercial banks,16560000.0
Austria,IDA only,other private,1229000.0
Honduras,IDA only,bilateral,118637000.0
"Congo, Rep.",IDA only,bilateral,89167790.3
Spain,IDA only,other private,13388304.3
Spain,IDA only,commercial banks,243131689.2
Spain,IDA only,bilateral,450237696.4
South Africa,IDA only,bilateral,328587000.0
South Africa,IDA only,commercial banks,1932126119.5
Saudi Arabia,IDA only,other private,2500000.0
Brazil,IDA only,bilateral,378900000.0
Brazil,IDA only,commercial banks,120421000.0
South Asian Development Fund (SADF),IDA only,multilateral,7222000.0
Australia,IDA only,other private,18074000.0
Morocco,IDA only,bilateral,7000000.0
Singapore,IDA only,commercial banks,476855.1
Singapore,IDA only,other private,27540000.0
Denmark,IDA only,commercial banks,296788628.5
Denmark,IDA only,bilateral,64384551.8
Iraq,IDA only,bilateral,394171742.5
"Iran, Islamic Republic Of",IDA only,bilateral,273390654.0
International Fund for Agricultural Dev.,IDA only,multilateral,4455728619.1
Austria,IDA only,bilateral,281594883.9
Austria,IDA only,commercial banks,669494171.4
Sri Lanka,IDA only,other private,63106000.0
Dev. Bank of the Central African States (BDEAC),IDA only,multilateral,282986659.3
Nigeria,IDA only,bilateral,9603000.0
Greece,IDA only,bilateral,2032000.0
