counterpart_name,entity_name,category,value
Asian Dev. Bank   ,Timor-Leste,multilateral,172204000.0
Japan,Timor-Leste,bilateral,23332269.4
World Bank-IDA                         ,Timor-Leste,multilateral,45137000.0
Australia,Timor-Leste,bilateral,0.0
World Bank-IBRD                         ,Timor-Leste,multilateral,12660000.0
Israel,Togo,commercial banks,63527696.1
United Arab Emirates,Togo,bilateral,48660992.5
World Bank-IDA                         ,Togo,multilateral,796080000.0
Saudi Arabia,Togo,bilateral,15826666.8
African Dev. Bank         ,Togo,multilateral,60008450.5
Japan,Togo,commercial banks,97362591.3
European Investment Bank,Togo,multilateral,13102606.8
Arab Bank for Economic Dev. in Africa (BADEA),Togo,multilateral,50310000.0
Kuwait,Togo,bilateral,25146939.5
Austria,Togo,commercial banks,7805255.7
France,Togo,commercial banks,166538786.7
West African Development Bank - BOAD,Togo,multilateral,277213804.3
Islamic Dev. Bank,Togo,multilateral,116974594.9
France,Togo,bilateral,53575034.1
India,Togo,bilateral,69210000.0
China,Togo,bilateral,329568760.4
International Fund for Agricultural Dev.,Togo,multilateral,13235000.8
OPEC Fund for International Dev.,Togo,multilateral,20470000.0
Economic Community of West African States (ECOWAS),Togo,multilateral,31699566.7
Belgium,Togo,bilateral,9230626.5
United States,Togo,commercial banks,155835000.0
China,Tonga,bilateral,65755699.2
Asian Dev. Bank   ,Tonga,multilateral,19515000.0
World Bank-IDA                         ,Tonga,multilateral,40235000.0
International Fund for Agricultural Dev.,Tonga,multilateral,3841056.3
European Union,Tunisia,multilateral,1142790000.0
European Bank for Reconstruction and Dev. (EBRD),Tunisia,multilateral,464891127.6
Algeria,Tunisia,bilateral,611000000.0
European Investment Bank,Tunisia,multilateral,1456746618.9
Libya,Tunisia,bilateral,50000000.0
European Social Fund (ESF),Tunisia,multilateral,311670000.0
United Kingdom,Tunisia,commercial banks,83075638.5
Kuwait,Tunisia,bilateral,359825296.3
African Export-Import Bank,Tunisia,multilateral,1000000000.0
Islamic Dev. Bank,Tunisia,multilateral,705917257.5
African Dev. Bank         ,Tunisia,multilateral,2398316623.0
Bondholders,Tunisia,bonds,2483677494.4
China,Tunisia,bilateral,31142256.3
Canada,Tunisia,bilateral,1181628.4
"Korea, Republic of",Tunisia,bilateral,0.0
International Fund for Agricultural Dev.,Tunisia,multilateral,34474685.0
Italy,Tunisia,bilateral,390552638.1
World Bank-IBRD                         ,Tunisia,multilateral,4326806000.0
Japan,Tunisia,bilateral,786715608.1
United States,Tunisia,bilateral,2784000.0
Arab Bank for Economic Dev. in Africa (BADEA),Tunisia,multilateral,110149407.5
World Trade Organization,Tunisia,multilateral,39166530.0
Spain,Tunisia,commercial banks,0.0
Nordic Investment Bank,Tunisia,multilateral,2606600.1
OPEC Fund for International Dev.,Tunisia,multilateral,29319723.6
Belgium,Tunisia,other private,873714.9
Spain,Tunisia,bilateral,279256493.1
Switzerland,Tunisia,other private,97366.7
Austria,Tunisia,bilateral,22400761.8
Turkiye,Tunisia,bilateral,145889000.0
"Germany, Fed. Rep. of",Tunisia,bilateral,1049452107.3
Qatar,Tunisia,bilateral,7482000.0
"Germany, Fed. Rep. of",Tunisia,commercial banks,23938333.8
United Arab Emirates,Tunisia,bilateral,34418697.7
Saudi Arabia,Tunisia,bilateral,679636663.2
Austria,Tunisia,commercial banks,728268.9
Austria,Tunisia,other private,190118.7
France,Tunisia,other private,4489086.9
France,Tunisia,commercial banks,57692194.8
France,Tunisia,bilateral,935252063.7
Arab Monetary Fund,Tunisia,multilateral,0.0
Arab Fund for Economic & Social Development,Tunisia,multilateral,739198587.4
Belgium,Tunisia,bilateral,12453294.3
European Bank for Reconstruction and Dev. (EBRD),Turkiye,multilateral,576705896.8
China,Turkiye,commercial banks,250972500.0
"Korea, Republic of",Turkiye,bilateral,127380000.0
Norway,Turkiye,bilateral,308402000.0
Qatar,Turkiye,commercial banks,0.0
Canada,Turkiye,bilateral,49096000.0
"Germany, Fed. Rep. of",Turkiye,bilateral,513882534.9
Denmark,Turkiye,bilateral,428920254.0
Bahrain,Turkiye,commercial banks,398354191.7
International Finance Corporation,Turkiye,multilateral,166123673.2
Bondholders,Turkiye,bonds,108134553218.1
Russian Federation,Turkiye,commercial banks,30000000.0
United Kingdom,Turkiye,commercial banks,5163791757.1
Cayman Islands,Turkiye,commercial banks,207780000.0
ECO Trade and Dev. Bank,Turkiye,multilateral,35062875.0
Japan,Turkiye,other private,69000000.0
UN-Population Fund (UNFPA),Turkiye,multilateral,84615000.0
Japan,Turkiye,commercial banks,615446000.0
Japan,Turkiye,bilateral,2325618576.8
Asian Infrastructure Investment Bank,Turkiye,multilateral,2258167686.8
World Bank-IBRD                         ,Turkiye,multilateral,12065026000.0
Spain,Turkiye,commercial banks,227041206.0
International Fund for Agricultural Dev.,Turkiye,multilateral,61681059.1
"Germany, Fed. Rep. of",Turkiye,commercial banks,2490227909.6
United States,Turkiye,commercial banks,1769424137.3
Sweden,Turkiye,commercial banks,2041438.5
France,Turkiye,bilateral,913353090.6
France,Turkiye,commercial banks,787629260.0
France,Turkiye,other private,64411.8
United Arab Emirates,Turkiye,commercial banks,843615000.0
United Arab Emirates,Turkiye,bilateral,3853229006.8
Multiple Lenders,Turkiye,commercial banks,1160379078.1
Multiple Lenders,Turkiye,multilateral,526496010.8
Kuwait,Turkiye,bilateral,22036044.9
OPEC Fund for International Dev.,Turkiye,multilateral,33863081.6
Italy,Turkiye,commercial banks,66074040.0
Switzerland,Turkiye,commercial banks,762301508.3
European Development Fund (EDF),Turkiye,multilateral,608449446.3
Council of Europe,Turkiye,multilateral,1492489956.1
Hungary,Turkiye,bilateral,211935.6
Spain,Turkiye,bilateral,186486297.2
Luxembourg,Turkiye,commercial banks,167979741.0
China,Turkiye,bilateral,950359920.6
Netherlands,Turkiye,commercial banks,58849529.4
Belgium,Turkiye,bilateral,3337985.7
European Investment Bank,Turkiye,multilateral,4549546864.4
Saudi Arabia,Turkiye,bilateral,10469333.4
Belgium,Turkiye,commercial banks,198057973.8
Islamic Dev. Bank,Turkiye,multilateral,1420775790.6
"Korea, Republic of",Turkmenistan,bilateral,0.0
Japan,Turkmenistan,bilateral,928343661.0
Switzerland,Turkmenistan,commercial banks,82092000.0
Islamic Dev. Bank,Turkmenistan,multilateral,849050349.8
OPEC Fund for International Dev.,Turkmenistan,multilateral,1765000.0
Asian Dev. Bank   ,Turkmenistan,multilateral,528397000.0
United States,Turkmenistan,commercial banks,130713000.0
World Bank-IBRD                         ,Turkmenistan,multilateral,20000000.0
United Arab Emirates,Turkmenistan,bilateral,73509326.1
"Germany, Fed. Rep. of",Turkmenistan,commercial banks,95550749.7
Netherlands,Turkmenistan,commercial banks,67299000.0
Italy,Turkmenistan,commercial banks,20631515.1
Saudi Arabia,Turkmenistan,bilateral,18494000.0
China,Turkmenistan,bilateral,76443035.0
Bondholders,Uganda,bonds,873501000.0
India,Uganda,bilateral,11630000.0
Eastern & Southern African Trade & Dev. Bank (TDB),Uganda,multilateral,273890401.5
European Investment Bank,Uganda,multilateral,91561373.7
Saudi Arabia,Uganda,bilateral,37020266.7
China,Uganda,bilateral,2567502162.9
Nordic Development Fund,Uganda,multilateral,36206689.7
Nigeria,Uganda,bilateral,9000000.0
Spain,Uganda,bilateral,36731348.4
Belgium,Uganda,commercial banks,10290304.5
African Dev. Bank         ,Uganda,multilateral,2018667383.1
Italy,Uganda,bilateral,5194500.0
Iraq,Uganda,bilateral,593.1
Islamic Dev. Bank,Uganda,multilateral,605586939.3
International Fund for Agricultural Dev.,Uganda,multilateral,267865377.0
Tanzania,Uganda,bilateral,35157000.0
"Korea, Republic of",Uganda,bilateral,18961094.6
World Bank-IDA                         ,Uganda,multilateral,4898639000.0
France,Uganda,bilateral,288910817.2
United Arab Emirates,Uganda,bilateral,9480190.6
African Export-Import Bank,Uganda,multilateral,340780000.0
Arab Bank for Economic Dev. in Africa (BADEA),Uganda,multilateral,72737000.0
OPEC Fund for International Dev.,Uganda,multilateral,55980000.0
Austria,Uganda,bilateral,7791750.0
Kuwait,Uganda,bilateral,47088813.1
United Kingdom,Uganda,commercial banks,219567839.6
Japan,Uganda,bilateral,215601659.7
United Kingdom,Uganda,bilateral,340526486.4
"Germany, Fed. Rep. of",Uganda,bilateral,21738982.5
South Africa,Uganda,commercial banks,675285000.0
"Germany, Fed. Rep. of",Uganda,commercial banks,6809989.5
Norway,Ukraine,commercial banks,11396733.0
United States,Ukraine,commercial banks,857497000.0
"Korea, Republic of",Ukraine,bilateral,100000000.0
Italy,Ukraine,bilateral,207780000.0
"Germany, Fed. Rep. of",Ukraine,bilateral,660811045.2
Council of Europe,Ukraine,multilateral,120305658.9
"Germany, Fed. Rep. of",Ukraine,commercial banks,436152036.9
World Bank-IDA                         ,Ukraine,multilateral,5786406000.0
France,Ukraine,bilateral,462391534.2
France,Ukraine,commercial banks,191777823.3
European Investment Bank,Ukraine,multilateral,4095207704.1
Netherlands,Ukraine,bilateral,207780000.0
Multiple Lenders,Ukraine,commercial banks,623340000.0
Multiple Lenders,Ukraine,multilateral,114195000.0
Poland,Ukraine,bilateral,103185625.8
European Relief Fund,Ukraine,multilateral,1049289000.0
European Bank for Reconstruction and Dev. (EBRD),Ukraine,multilateral,764959731.3
United States,Ukraine,bilateral,512000.0
United Kingdom,Ukraine,commercial banks,173020558.9
United Kingdom,Ukraine,bilateral,23048592.6
Russian Federation,Ukraine,bilateral,605856000.0
Bondholders,Ukraine,bonds,21653792923.9
Canada,Ukraine,bilateral,5090088012.5
World Bank-IBRD                         ,Ukraine,multilateral,16683426000.0
China,Ukraine,bilateral,825000000.0
European Union,Ukraine,multilateral,43481751790.5
Japan,Ukraine,bilateral,851382062.0
"Germany, Fed. Rep. of",Upper middle income,commercial banks,8256208761.4
"Germany, Fed. Rep. of",Upper middle income,other private,11213886.6
World Bank-IDA                         ,Upper middle income,multilateral,12242595000.0
France,Upper middle income,other private,673721850.2
"Venezuela, Republic Bolivarian",Upper middle income,bilateral,497810259.3
Caribbean Dev. Bank,Upper middle income,multilateral,1139800330.7
Russian Federation,Upper middle income,other private,7816000.0
"Germany, Fed. Rep. of",Upper middle income,bilateral,14301411808.8
Russian Federation,Upper middle income,commercial banks,30000000.0
Council of Europe,Upper middle income,multilateral,2893367955.0
St. Vincent & The Grenadines,Upper middle income,commercial banks,0.0
Russian Federation,Upper middle income,bilateral,9885292708.7
Poland,Upper middle income,bilateral,163358713.8
St. Lucia,Upper middle income,commercial banks,336296.3
Poland,Upper middle income,other private,1411865.1
African Export-Import Bank,Upper middle income,multilateral,2400000.0
Kazakhstan,Upper middle income,bilateral,1252000.0
Greece,Upper middle income,bilateral,94761590.2
France,Upper middle income,commercial banks,6016472513.8
European Economic Community (EEC),Upper middle income,multilateral,11575284.3
Azerbaijan,Upper middle income,bilateral,1151000.0
Austria,Upper middle income,commercial banks,7540544928.7
United States,Upper middle income,bilateral,564510500.0
United States,Upper middle income,commercial banks,17999884349.2
United States,Upper middle income,other private,12334746.1
Panama,Upper middle income,commercial banks,81275000.0
Peru,Upper middle income,commercial banks,53000000.0
Austria,Upper middle income,bilateral,298458818.3
Australia,Upper middle income,commercial banks,101915281.0
World Bank-MIGA,Upper middle income,multilateral,302270032.8
South Africa,Upper middle income,commercial banks,19206.2
South Africa,Upper middle income,bilateral,8877000.0
Japan,Upper middle income,bilateral,27331414475.2
Japan,Upper middle income,commercial banks,1568972630.4
Japan,Upper middle income,other private,250321000.0
France,Upper middle income,bilateral,15390921252.5
Kuwait,Upper middle income,bilateral,1603482831.0
Caribbean Community (CARICOM),Upper middle income,multilateral,14921000.0
Australia,Upper middle income,bilateral,928790105.7
Grenada,Upper middle income,commercial banks,0.0
Hungary,Upper middle income,bilateral,853264470.8
Belarus,Upper middle income,bilateral,10771315.2
Barbados,Upper middle income,commercial banks,582222.2
European Development Fund (EDF),Upper middle income,multilateral,661537236.3
Islamic Dev. Bank,Upper middle income,multilateral,4538451598.6
"Korea, Republic of",Upper middle income,other private,185418000.0
"Korea, Republic of",Upper middle income,commercial banks,18562000.0
Israel,Upper middle income,commercial banks,52498733.7
Italy,Upper middle income,bilateral,963502516.8
Central American Bank for Econ. Integration (BCIE),Upper middle income,multilateral,5399711000.0
"Korea, Republic of",Upper middle income,bilateral,1549380915.6
Canada,Upper middle income,commercial banks,265520000.0
Canada,Upper middle income,bilateral,5555544735.0
Italy,Upper middle income,commercial banks,886688480.8
European Bank for Reconstruction and Dev. (EBRD),Upper middle income,multilateral,7083076304.9
Italy,Upper middle income,other private,10316277.0
Czechia,Upper middle income,bilateral,93577000.0
Central Bank of West African States (BCEAO),Upper middle income,multilateral,138738102.0
Qatar,Upper middle income,commercial banks,0.0
Croatia,Upper middle income,other private,5629000.0
Hong Kong,Upper middle income,commercial banks,1435243219.7
Portugal,Upper middle income,commercial banks,408691832.1
Portugal,Upper middle income,bilateral,157791036.1
Denmark,Upper middle income,other private,0.0
Denmark,Upper middle income,commercial banks,0.0
Asian Infrastructure Investment Bank,Upper middle income,multilateral,7470802040.6
Sri Lanka,Upper middle income,other private,63106000.0
Serbia,Upper middle income,bilateral,71197620.8
Saudi Arabia,Upper middle income,bilateral,487151333.5
Cayman Islands,Upper middle income,commercial banks,3417928721.4
Guyana,Upper middle income,commercial banks,948000.0
Honduras,Upper middle income,commercial banks,22059000.0
World Bank-IBRD                         ,Upper middle income,multilateral,162685860000.0
Spain,Upper middle income,other private,7703603.5
St. Kitts And Nevis,Upper middle income,commercial banks,0.0
Spain,Upper middle income,commercial banks,1203032022.4
Greece,Upper middle income,other private,7769000.0
Bahrain,Upper middle income,commercial banks,494479191.7
Romania,Upper middle income,bilateral,136043000.0
Singapore,Upper middle income,commercial banks,1309816837.3
Israel,Upper middle income,bilateral,2996815.4
Slovenia,Upper middle income,commercial banks,0.0
Czechia,Upper middle income,commercial banks,231677872.5
African Dev. Bank         ,Upper middle income,multilateral,5816838203.4
